id,year,gender,school_dependence,ivm_colegio,nem,nem_score,rank_score,ptje_ponderado,ptje_leng_paes,ptje_m1_paes,ptje_m2_paes,alerta_cero,deserta,target
1610,2024,M,Particular Pagado,0.0,6.18,765.0,770.0,752.9999999999999,959.0,998.0,911.0,Riesgo Medio,0.0,1
1611,2024,F,Particular Subvencionado,0.0,6.93,979.0,1000.0,756.75,882.0,879.0,673.0,Riesgo Mínimo,0.0,0
1612,2024,F,Particular Subvencionado,0.0,6.43,837.0,903.0,730.4999999999999,899.0,915.0,724.0,Riesgo Bajo,0.0,0
1613,2024,F,Municipal,0.0,6.83,951.0,978.0,652.5,745.0,524.0,407.0,Riesgo Alto,0.0,1
1614,2024,M,Particular Subvencionado,0.0,6.9,970.0,987.0,754.1500000000001,857.0,915.0,724.0,Riesgo Medio,0.0,1
1615,2024,M,Particular Subvencionado,0.0,6.75,928.0,1000.0,705.15,815.0,623.0,471.0,Riesgo Alto,0.0,1
1621,2024,M,Particular Subvencionado,0.0,6.5,856.0,874.0,732.45,713.0,967.0,810.0,Riesgo Bajo,0.0,0
1622,2024,M,Particular Subvencionado,0.0,6.45,842.0,860.0,733.3,815.0,952.0,780.0,Riesgo Alto,0.0,1
1623,2024,M,Municipal,0.0,6.2,771.0,800.0,702.85,899.0,783.0,586.0,Riesgo Alto,1.0,1
1624,2024,M,Particular Subvencionado,0.0,6.45,842.0,865.0,755.4499999999999,761.0,977.0,828.0,Riesgo Mínimo,1.0,0
1625,2024,M,Particular Subvencionado,0.0,6.58,879.0,899.0,726.6999999999999,899.0,896.0,691.0,Riesgo Alto,1.0,1
1626,2024,M,Particular Pagado,0.0,6.65,900.0,902.0,779.6499999999999,899.0,992.0,858.0,Riesgo Bajo,1.0,0
1632,2024,F,Particular Subvencionado,0.0,6.13,751.0,776.0,709.05,917.0,896.0,691.0,Riesgo Bajo,0.0,0
1633,2024,M,Particular Pagado,0.0,6.28,793.0,957.0,772.0999999999999,872.0,996.0,870.0,Riesgo Medio,0.0,1
1634,2024,F,Particular Subvencionado,0.0,5.93,694.0,694.0,621.6,846.0,687.0,503.0,Riesgo Alto,0.0,1
1635,2024,M,Particular Subvencionado,0.0,6.65,900.0,935.0,791.55,857.0,967.0,810.0,Riesgo Mínimo,0.0,0
1636,2024,M,Particular Subvencionado,0.0,6.48,851.0,879.0,753.6999999999999,837.0,896.0,691.0,Riesgo Bajo,0.0,0
1637,2024,M,Particular Subvencionado,0.0,6.5,856.0,858.0,782.6,859.0,1000.0,977.0,Riesgo Bajo,0.0,0
1638,2024,M,Particular Subvencionado,0.0,6.15,757.0,757.0,745.6,895.0,977.0,828.0,Riesgo Medio,0.0,1
1639,2024,M,Particular Subvencionado,0.0,6.3,799.0,811.0,741.3,975.0,967.0,810.0,Riesgo Alto,0.0,1
1640,2024,M,Municipal,0.0,5.8,657.0,657.0,515.3000000000001,596.0,534.0,412.0,Riesgo Alto,0.0,1
1641,2024,M,Municipal,0.0,5.73,637.0,639.0,564.3,791.0,524.0,407.0,Riesgo Alto,1.0,1
1652,2024,M,Particular Subvencionado,0.0,6.88,965.0,1000.0,825.75,925.0,1000.0,977.0,Riesgo Bajo,1.0,0
1653,2024,F,Particular Subvencionado,0.0,5.33,519.0,519.0,587.25,745.0,1000.0,977.0,Riesgo Mínimo,0.0,0
1654,2024,M,Municipal,0.0,5.88,681.0,683.0,568.1,615.0,534.0,412.0,Riesgo Alto,1.0,1
1655,2024,M,Municipal,0.0,5.8,657.0,657.0,537.0,545.0,512.0,397.0,Riesgo Alto,0.0,1
1656,2024,F,Particular Subvencionado,0.0,6.9,970.0,1000.0,813.05,943.0,996.0,870.0,Riesgo Bajo,0.0,0
1657,2024,F,Particular Subvencionado,0.0,6.4,828.0,902.0,705.35,872.0,896.0,691.0,Riesgo Alto,0.0,1
1658,2024,F,Particular Subvencionado,0.0,6.5,856.0,890.0,693.3499999999999,661.0,896.0,691.0,Riesgo Alto,0.0,1
1659,2024,M,Particular Subvencionado,0.0,5.83,664.0,670.0,641.5500000000001,902.0,804.0,604.0,Riesgo Bajo,0.0,0
1660,2024,F,Particular Subvencionado,0.0,6.88,965.0,1000.0,839.95,943.0,1000.0,977.0,Riesgo Bajo,0.0,0
1661,2024,M,Municipal,0.0,5.68,623.0,652.0,537.6500000000001,756.0,505.0,393.0,Riesgo Alto,0.0,1
1662,2024,M,Particular Subvencionado,0.0,6.38,823.0,829.0,689.1,832.0,814.0,613.0,Riesgo Alto,0.0,1
1663,2024,F,Municipal,0.0,6.55,870.0,915.0,725.5500000000001,785.0,915.0,724.0,Riesgo Bajo,0.0,0
1664,2024,M,Municipal,0.0,5.48,571.0,571.0,550.1,641.0,608.0,459.0,Riesgo Alto,0.0,1
1665,2024,M,Particular Subvencionado,0.0,5.6,601.0,612.0,523.95,615.0,505.0,392.0,Riesgo Alto,0.0,1
1666,2024,F,Particular Subvencionado,0.0,6.45,842.0,864.0,696.4,770.0,843.0,643.0,Riesgo Alto,0.0,1
1668,2024,F,Particular Subvencionado,0.0,5.58,594.0,594.0,558.75,761.0,638.0,478.0,Riesgo Alto,0.0,1
1669,2024,F,Particular Subvencionado,0.0,6.5,856.0,894.0,722.0,834.0,887.0,681.0,Riesgo Alto,0.0,1
1670,2024,F,Particular Subvencionado,0.0,6.63,893.0,954.0,735.55,857.0,598.0,447.0,Riesgo Medio,1.0,1
1671,2024,F,Particular Subvencionado,0.0,6.78,937.0,967.0,733.75,872.0,879.0,673.0,Riesgo Medio,0.0,1
1672,2024,F,Municipal,0.0,6.65,900.0,929.0,737.1500000000001,846.0,977.0,828.0,Riesgo Bajo,0.0,0
1673,2024,M,Municipal,0.0,6.58,879.0,919.0,793.7,915.0,992.0,858.0,Riesgo Medio,0.0,1
1674,2024,F,Particular Subvencionado,0.0,6.8,942.0,1000.0,728.2499999999999,850.0,814.0,613.0,Riesgo Medio,0.0,1
1675,2024,M,Particular Pagado,0.0,6.18,765.0,765.0,756.95,911.0,1000.0,977.0,Riesgo Medio,0.0,1
1676,2024,M,Particular Subvencionado,0.0,6.4,828.0,856.0,774.85,928.0,998.0,911.0,Riesgo Mínimo,0.0,0
1677,2024,F,Particular Subvencionado,0.0,6.6,886.0,901.0,726.95,864.0,707.0,525.0,Riesgo Medio,0.0,1
1678,2024,M,Particular Subvencionado,0.0,6.55,870.0,906.0,789.8500000000001,975.0,996.0,870.0,Riesgo Medio,0.0,1
1679,2024,M,Particular Subvencionado,0.0,6.2,771.0,771.0,637.2500000000001,807.0,743.0,558.0,Riesgo Bajo,0.0,0
1683,2024,M,Particular Subvencionado,0.0,6.65,900.0,945.0,716.0,872.0,862.0,661.0,Riesgo Medio,0.0,1
1684,2024,M,Particular Subvencionado,0.0,6.43,837.0,844.0,761.1999999999999,815.0,996.0,870.0,Riesgo Medio,0.0,1
1685,2024,F,Particular Subvencionado,0.0,6.5,856.0,861.0,763.05,882.0,915.0,724.0,Riesgo Bajo,0.0,0
1687,2024,M,Particular Pagado,0.0,6.58,879.0,888.0,730.15,888.0,862.0,661.0,Riesgo Alto,1.0,1
1688,2024,M,Particular Subvencionado,0.0,6.43,837.0,859.0,742.8,899.0,967.0,810.0,Riesgo Bajo,0.0,0
1689,2024,M,Municipal,0.0,6.2,771.0,783.0,660.5,760.0,896.0,691.0,Riesgo Alto,0.0,1
1690,2024,M,Particular Subvencionado,0.0,6.18,765.0,780.0,746.9499999999999,888.0,998.0,923.0,Riesgo Medio,0.0,1
1691,2024,F,Particular Subvencionado,0.0,5.75,643.0,643.0,555.5,628.0,567.0,425.0,Riesgo Alto,0.0,1
1692,2024,F,Particular Subvencionado,0.0,6.25,785.0,818.0,772.5500000000001,661.0,998.0,911.0,Riesgo Mínimo,0.0,0
1693,2024,F,Particular Subvencionado,0.0,6.1,742.0,757.0,706.55,925.0,967.0,810.0,Riesgo Bajo,0.0,0
1709,2024,F,Particular Subvencionado,0.0,6.78,937.0,960.0,775.7999999999998,943.0,977.0,828.0,Riesgo Bajo,0.0,0
1710,2024,F,Municipal,0.0,6.63,895.0,969.0,663.8,670.0,598.0,447.0,Riesgo Alto,1.0,1
1711,2024,M,Particular Subvencionado,0.0,5.88,680.0,680.0,670.75,837.0,984.0,848.0,Riesgo Medio,0.0,1
1712,2024,M,Particular Subvencionado,0.0,6.33,808.0,817.0,735.35,832.0,996.0,870.0,Riesgo Bajo,0.0,0
1713,2024,M,Municipal,0.0,6.63,893.0,904.0,733.45,832.0,843.0,643.0,Riesgo Medio,0.0,1
1714,2024,M,Particular Subvencionado,0.0,5.53,580.0,580.0,528.6500000000001,599.0,567.0,425.0,Riesgo Alto,0.0,1
1716,2024,M,Municipal,0.0,5.6,601.0,606.0,630.65,866.0,879.0,673.0,Riesgo Bajo,0.0,0
1717,2024,M,Particular Subvencionado,0.0,5.68,622.0,622.0,524.8000000000001,682.0,485.0,377.0,Riesgo Alto,0.0,1
1718,2024,F,Particular Subvencionado,0.0,5.55,586.0,586.0,552.55,843.0,572.0,428.0,Riesgo Alto,0.0,1
1719,2024,M,Particular Subvencionado,0.0,6.78,937.0,970.0,769.05,861.0,931.0,746.0,Riesgo Medio,0.0,1
1720,2024,M,Particular Pagado,0.0,6.3,799.0,799.0,755.7,988.0,894.0,689.0,Riesgo Medio,0.0,1
1721,2024,M,Particular Pagado,0.0,5.83,664.0,664.0,718.9,938.0,1000.0,977.0,Riesgo Alto,0.0,1
1722,2024,F,Particular Subvencionado,0.0,6.33,808.0,851.0,736.05,888.0,977.0,828.0,Riesgo Alto,0.0,1
1723,2024,F,Particular Subvencionado,0.0,6.15,757.0,766.0,720.0999999999999,820.0,998.0,911.0,Riesgo Mínimo,0.0,0
1724,2024,F,Particular Subvencionado,0.0,6.63,893.0,996.0,797.9,875.0,998.0,911.0,Riesgo Mínimo,0.0,0
1725,2024,F,Particular Subvencionado,0.0,6.85,956.0,990.0,776.6499999999999,875.0,967.0,810.0,Riesgo Bajo,0.0,0
1726,2024,F,Particular Subvencionado,0.0,6.95,985.0,1000.0,740.35,761.0,843.0,643.0,Riesgo Alto,0.0,1
1727,2024,F,Particular Subvencionado,0.0,7.0,1000.0,1000.0,797.5500000000001,770.0,998.0,911.0,Riesgo Bajo,0.0,0
1728,2024,M,Municipal,0.0,6.53,865.0,876.0,717.0999999999999,596.0,977.0,828.0,Riesgo Medio,0.0,1
1729,2024,M,Municipal,0.0,6.88,965.0,1000.0,772.4,837.0,915.0,724.0,Riesgo Medio,0.0,1
1730,2024,F,Particular Pagado,0.0,6.78,937.0,961.0,828.6999999999998,988.0,949.0,775.0,Riesgo Mínimo,0.0,0
1731,2024,F,Particular Subvencionado,0.0,6.6,886.0,972.0,736.85,958.0,783.0,586.0,Riesgo Mínimo,0.0,0
1732,2024,F,Particular Subvencionado,0.0,6.7,914.0,937.0,758.25,888.0,783.0,586.0,Riesgo Medio,0.0,1
1733,2024,F,Particular Subvencionado,0.0,6.33,808.0,892.0,795.5,988.0,998.0,923.0,Riesgo Medio,0.0,1
1734,2024,M,Particular Pagado,0.0,6.63,893.0,897.0,729.6000000000001,917.0,819.0,617.0,Riesgo Alto,1.0,1
1735,2024,F,Particular Subvencionado,0.0,6.48,851.0,887.0,793.5999999999999,861.0,984.0,848.0,Riesgo Mínimo,0.0,0
1736,2024,F,Particular Subvencionado,0.0,6.68,907.0,935.0,830.6999999999999,785.0,1000.0,977.0,Riesgo Mínimo,0.0,0
1737,2024,F,Particular Subvencionado,0.0,6.58,879.0,922.0,779.5,850.0,984.0,848.0,Riesgo Bajo,0.0,0
1738,2024,F,Municipal,0.0,5.4,545.0,545.0,520.85,606.0,609.0,459.0,Riesgo Alto,0.0,1
1739,2024,F,Particular Subvencionado,0.0,6.5,856.0,932.0,702.3,815.0,952.0,780.0,Riesgo Mínimo,0.0,0
1741,2024,M,Municipal,0.0,6.6,886.0,966.0,772.9499999999999,837.0,977.0,828.0,Riesgo Medio,0.0,1
1742,2024,M,Particular Pagado,0.0,6.88,965.0,1000.0,836.5500000000001,895.0,1000.0,977.0,Riesgo Bajo,0.0,0
1743,2024,F,Municipal,0.0,6.5,856.0,867.0,765.85,915.0,996.0,870.0,Riesgo Medio,0.0,1
1744,2024,M,Particular Subvencionado,0.0,6.0,713.0,721.0,729.5,888.0,996.0,875.0,Riesgo Alto,0.0,1
1745,2024,M,Particular Subvencionado,0.0,6.6,886.0,926.0,721.9,837.0,638.0,478.0,Riesgo Alto,0.0,1
1746,2024,F,Municipal,0.0,5.65,613.0,613.0,635.5,882.0,814.0,613.0,Riesgo Bajo,0.0,0
1747,2024,F,Particular Subvencionado,0.0,6.58,879.0,898.0,788.2,911.0,996.0,870.0,Riesgo Medio,0.0,1
1748,2024,M,Particular Subvencionado,0.0,6.1,742.0,742.0,618.95,713.0,783.0,586.0,Riesgo Alto,1.0,1
1749,2024,M,Particular Pagado,0.0,6.45,842.0,842.0,752.4499999999999,820.0,996.0,870.0,Riesgo Medio,0.0,1
1750,2024,M,Municipal,0.0,6.45,843.0,1000.0,725.15,625.0,638.0,478.0,Riesgo Alto,0.0,1
1751,2024,M,Particular Subvencionado,0.0,6.43,837.0,845.0,728.4000000000001,803.0,896.0,691.0,Riesgo Bajo,0.0,0
1752,2024,M,Particular Pagado,0.0,6.48,851.0,863.0,791.2499999999999,938.0,1000.0,977.0,Riesgo Bajo,0.0,0
1753,2024,M,Particular Pagado,0.0,5.68,622.0,622.0,540.45,785.0,524.0,407.0,Riesgo Alto,0.0,1
1754,2024,M,Particular Subvencionado,0.0,5.6,599.0,601.0,702.0999999999999,972.0,999.0,938.0,Riesgo Bajo,0.0,0
1755,2024,M,Municipal,0.0,6.08,736.0,738.0,738.35,899.0,998.0,911.0,Riesgo Bajo,0.0,0
1756,2024,F,Municipal,0.0,6.68,907.0,927.0,766.85,843.0,952.0,780.0,Riesgo Medio,0.0,1
1757,2024,F,Particular Subvencionado,0.0,6.3,801.0,831.0,731.7,738.0,998.0,911.0,Riesgo Medio,0.0,1
1758,2024,M,Municipal,0.0,5.75,644.0,644.0,506.8,495.0,475.0,370.0,Riesgo Alto,0.0,1
1759,2024,M,Particular Subvencionado,0.0,6.25,787.0,794.0,548.1999999999999,472.0,582.0,436.0,Riesgo Alto,0.0,1
1760,2024,F,Municipal,0.0,5.78,650.0,653.0,556.55,899.0,623.0,471.0,Riesgo Medio,1.0,1
1761,2024,F,Municipal,0.0,6.55,870.0,918.0,774.2,888.0,915.0,724.0,Riesgo Bajo,0.0,0
1762,2024,M,Municipal,0.0,6.13,752.0,865.0,600.0500000000001,608.0,524.0,407.0,Riesgo Alto,1.0,1
1763,2024,M,Particular Subvencionado,0.0,5.5,572.0,572.0,511.25,670.0,567.0,425.0,Riesgo Alto,1.0,1
1764,2024,M,Particular Subvencionado,0.0,6.4,828.0,855.0,748.9499999999999,864.0,896.0,691.0,Riesgo Medio,0.0,1
1765,2024,M,Particular Subvencionado,0.0,5.83,667.0,669.0,550.5,770.0,524.0,407.0,Riesgo Alto,0.0,1
1766,2024,M,Particular Subvencionado,0.0,6.23,779.0,807.0,636.8000000000001,872.0,623.0,471.0,Riesgo Medio,1.0,1
1767,2024,F,Particular Subvencionado,0.0,6.6,886.0,910.0,784.7499999999998,938.0,996.0,870.0,Riesgo Bajo,0.0,0
1768,2024,M,Municipal,0.0,6.25,787.0,874.0,646.5000000000001,599.0,675.0,492.0,Riesgo Alto,0.0,1
1769,2024,M,Particular Pagado,0.0,5.75,643.0,643.0,639.8000000000001,859.0,915.0,724.0,Riesgo Bajo,1.0,0
1770,2024,F,Particular Subvencionado,0.0,6.0,713.0,713.0,632.35,775.0,743.0,558.0,Riesgo Alto,0.0,1
1867,2024,F,Particular Subvencionado,0.0,6.85,956.0,967.0,821.45,988.0,998.0,911.0,Riesgo Mínimo,0.0,0
1869,2024,M,Particular Subvencionado,0.0,6.05,727.0,738.0,688.75,943.0,843.0,643.0,Riesgo Bajo,0.0,0
1881,2024,M,Municipal,0.0,6.88,965.0,994.0,793.8000000000001,928.0,935.0,751.0,Riesgo Bajo,0.0,0
1916,2024,M,Particular Subvencionado,0.0,6.9,970.0,1000.0,833.9,958.0,996.0,873.0,Riesgo Bajo,0.0,0
1917,2024,M,Municipal,0.0,6.3,801.0,842.0,598.05,505.0,505.0,392.0,Riesgo Alto,1.0,1
1918,2024,M,Particular Pagado,0.0,6.03,722.0,722.0,553.9,538.0,485.0,377.0,Riesgo Alto,0.0,1
1919,2024,M,Municipal,0.0,6.7,915.0,970.0,687.25,688.0,534.0,412.0,Riesgo Bajo,1.0,0
1920,2024,M,Municipal,0.0,6.28,794.0,807.0,668.65,943.0,598.0,447.0,Riesgo Bajo,0.0,0
1921,2024,M,Municipal,0.0,6.55,870.0,979.0,769.3499999999999,857.0,862.0,661.0,Riesgo Mínimo,0.0,0
1922,2024,M,Municipal,0.0,5.93,695.0,711.0,562.6,604.0,505.0,392.0,Riesgo Alto,0.0,1
1923,2024,M,Particular Subvencionado,0.0,5.93,694.0,694.0,621.6,732.0,659.0,483.0,Riesgo Bajo,1.0,0
1924,2024,F,Municipal,0.0,6.43,837.0,991.0,708.5,761.0,608.0,459.0,Riesgo Bajo,0.0,0
1934,2024,M,Municipal,0.0,5.1,450.0,450.0,505.20000000000005,688.0,598.0,447.0,Riesgo Alto,0.0,1
1935,2024,M,Particular Subvencionado,0.0,6.43,837.0,897.0,600.0,631.0,608.0,459.0,Riesgo Medio,0.0,1
1936,2024,M,Particular Subvencionado,0.0,5.38,536.0,536.0,610.1,850.0,879.0,673.0,Riesgo Bajo,0.0,0
1937,2024,M,Municipal,0.0,5.75,644.0,661.0,589.6500000000001,807.0,567.0,425.0,Riesgo Alto,0.0,1
1938,2024,M,Particular Subvencionado,0.0,5.53,580.0,580.0,520.3,538.0,548.0,418.0,Riesgo Alto,0.0,1
1939,2024,M,Municipal,0.0,6.08,736.0,754.0,614.6999999999999,696.0,582.0,436.0,Riesgo Medio,0.0,1
1943,2024,F,Particular Subvencionado,0.0,5.55,590.0,595.0,554.8499999999999,719.0,582.0,436.0,Riesgo Alto,1.0,1
1944,2024,F,Particular Subvencionado,0.0,6.25,787.0,831.0,643.1,596.0,623.0,471.0,Riesgo Medio,0.0,1
1945,2024,F,Municipal,0.0,6.03,722.0,728.0,591.0,775.0,659.0,483.0,Riesgo Bajo,0.0,0
1946,2024,M,Particular Subvencionado,0.0,5.65,616.0,616.0,580.4999999999999,670.0,675.0,492.0,Riesgo Bajo,0.0,0
1947,2024,M,Particular Subvencionado,0.0,5.3,510.0,510.0,507.20000000000005,701.0,534.0,412.0,Riesgo Alto,1.0,1
1948,2024,M,Particular Subvencionado,0.0,5.95,700.0,710.0,609.9499999999999,925.0,567.0,425.0,Riesgo Alto,1.0,1
1949,2024,M,Municipal,0.0,5.78,652.0,652.0,566.6,719.0,548.0,418.0,Riesgo Alto,0.0,1
1950,2024,F,Particular Subvencionado,0.0,5.95,700.0,732.0,555.1,641.0,485.0,377.0,Riesgo Alto,0.0,1
1951,2024,M,Municipal,0.0,6.68,907.0,912.0,713.65,850.0,638.0,478.0,Riesgo Bajo,0.0,0
1952,2024,F,Municipal,0.0,6.48,851.0,865.0,674.3,872.0,524.0,407.0,Riesgo Bajo,0.0,0
1953,2024,F,Particular Subvencionado,0.0,6.65,900.0,929.0,694.5500000000001,728.0,609.0,459.0,Riesgo Bajo,0.0,0
1954,2024,M,Particular Subvencionado,0.0,5.9,686.0,707.0,651.6500000000001,875.0,707.0,525.0,Riesgo Bajo,0.0,0
1955,2024,M,Particular Subvencionado,0.0,5.55,586.0,586.0,542.1999999999999,843.0,663.0,486.0,Riesgo Bajo,0.0,0
1956,2024,M,Municipal,0.0,5.35,529.0,529.0,522.4,748.0,524.0,407.0,Riesgo Alto,1.0,1
1957,2024,M,Particular Subvencionado,0.0,6.65,900.0,955.0,818.7500000000001,875.0,977.0,828.0,Riesgo Mínimo,0.0,0
1958,2024,M,Particular Subvencionado,0.0,5.7,628.0,651.0,657.6500000000001,803.0,879.0,673.0,Riesgo Bajo,0.0,0
1959,2024,F,Municipal,0.0,6.63,895.0,946.0,671.9499999999999,738.0,520.0,403.0,Riesgo Bajo,1.0,0
1960,2024,M,Particular Subvencionado,0.0,5.48,567.0,567.0,525.7,740.0,520.0,403.0,Riesgo Alto,0.0,1
1967,2024,F,Municipal,0.0,6.73,922.0,996.0,685.6999999999999,497.0,567.0,425.0,Riesgo Medio,0.0,1
1968,2024,F,Municipal,0.0,6.63,893.0,919.0,764.2,875.0,984.0,848.0,Riesgo Medio,0.0,1
1969,2024,F,Particular Subvencionado,0.0,6.58,879.0,902.0,658.5999999999999,866.0,638.0,478.0,Riesgo Medio,0.0,1
1970,2024,M,Particular Subvencionado,0.0,6.83,951.0,990.0,805.65,886.0,896.0,691.0,Riesgo Bajo,0.0,0
1971,2024,M,Municipal,0.0,6.95,985.0,1000.0,811.4999999999999,875.0,998.0,911.0,Riesgo Bajo,0.0,0
1972,2024,M,Municipal,0.0,5.9,686.0,732.0,622.6,791.0,623.0,471.0,Riesgo Medio,1.0,1
1973,2024,F,Municipal,0.0,5.4,547.0,547.0,519.8000000000001,604.0,567.0,425.0,Riesgo Alto,0.0,1
1974,2024,M,Municipal,0.0,5.65,616.0,616.0,527.4,524.0,534.0,412.0,Riesgo Alto,1.0,1
1975,2024,M,Particular Subvencionado,0.0,5.1,447.0,447.0,536.95,866.0,707.0,525.0,Riesgo Medio,0.0,1
1983,2024,F,Particular Pagado,0.0,6.0,713.0,713.0,702.7,917.0,846.0,645.0,Riesgo Mínimo,0.0,0
1986,2024,M,Particular Subvencionado,0.0,6.23,780.0,794.0,694.0,832.0,783.0,586.0,Riesgo Bajo,0.0,0
1987,2024,F,Municipal,0.0,6.03,724.0,809.0,568.95,719.0,499.0,385.0,Riesgo Alto,1.0,1
1988,2024,M,Particular Subvencionado,0.0,5.5,574.0,574.0,634.9000000000001,899.0,879.0,673.0,Riesgo Mínimo,1.0,0
1989,2024,F,Municipal,0.0,5.3,513.0,513.0,504.9,688.0,520.0,403.0,Riesgo Alto,0.0,1
1990,2024,M,Municipal,0.0,6.05,727.0,808.0,654.0999999999999,859.0,675.0,492.0,Riesgo Medio,0.0,1
1991,2024,M,Particular Subvencionado,0.0,5.33,519.0,524.0,534.75,873.0,545.0,417.0,Riesgo Alto,0.0,1
1992,2024,M,Particular Pagado,0.0,5.23,488.0,488.0,556.1,854.0,675.0,492.0,Riesgo Bajo,0.0,0
1993,2024,M,Municipal,0.0,5.3,510.0,510.0,593.9,815.0,862.0,661.0,Riesgo Mínimo,0.0,0
1994,2024,F,Particular Subvencionado,0.0,6.85,956.0,990.0,795.8999999999999,938.0,783.0,586.0,Riesgo Bajo,0.0,0
1995,2024,M,Particular Subvencionado,0.0,6.1,742.0,751.0,572.6500000000001,608.0,598.0,447.0,Riesgo Alto,0.0,1
1996,2024,M,Municipal,0.0,6.2,771.0,802.0,526.25,517.0,469.0,365.0,Riesgo Alto,0.0,1
1997,2024,M,Municipal,0.0,6.18,766.0,864.0,639.1,648.0,534.0,412.0,Riesgo Alto,0.0,1
1998,2024,M,Particular Subvencionado,0.0,6.25,787.0,850.0,680.0500000000001,807.0,598.0,447.0,Riesgo Medio,0.0,1
1999,2024,M,Municipal,0.0,6.4,829.0,846.0,704.4499999999999,740.0,743.0,558.0,Riesgo Bajo,0.0,0
2000,2024,M,Particular Subvencionado,0.0,5.9,686.0,691.0,526.25,502.0,485.0,377.0,Riesgo Alto,1.0,1
2001,2024,M,Municipal,0.0,5.93,695.0,710.0,562.2500000000001,604.0,520.0,403.0,Riesgo Alto,0.0,1
2002,2024,M,Particular Subvencionado,0.0,5.6,601.0,601.0,573.9,641.0,623.0,471.0,Riesgo Medio,1.0,1
2003,2024,M,Particular Subvencionado,0.0,6.33,808.0,880.0,630.5,599.0,534.0,412.0,Riesgo Alto,0.0,1
2004,2024,F,Particular Subvencionado,0.0,6.48,851.0,861.0,614.1999999999999,497.0,505.0,392.0,Riesgo Medio,0.0,1
2005,2024,M,Municipal,0.0,5.95,700.0,704.0,647.0,850.0,707.0,525.0,Riesgo Bajo,1.0,0
2006,2024,M,Particular Subvencionado,0.0,6.05,727.0,742.0,577.65,631.0,505.0,392.0,Riesgo Alto,0.0,1
2007,2024,M,Particular Subvencionado,0.0,6.15,757.0,791.0,600.5,617.0,520.0,403.0,Riesgo Alto,1.0,1
2008,2024,M,Particular Subvencionado,0.0,5.65,613.0,613.0,580.7,631.0,675.0,492.0,Riesgo Bajo,0.0,0
2009,2024,F,Particular Subvencionado,0.0,5.6,599.0,599.0,523.4,542.0,520.0,403.0,Riesgo Alto,0.0,1
2010,2024,M,Particular Subvencionado,0.0,6.0,713.0,734.0,683.25,843.0,843.0,643.0,Riesgo Mínimo,0.0,0
2011,2024,M,Municipal,0.0,5.8,661.0,697.0,585.1,748.0,534.0,412.0,Riesgo Alto,1.0,1
2012,2024,M,Particular Subvencionado,0.0,5.53,580.0,580.0,543.2,625.0,582.0,436.0,Riesgo Alto,0.0,1
2013,2024,M,Particular Subvencionado,0.0,6.53,865.0,870.0,671.45,604.0,638.0,478.0,Riesgo Bajo,0.0,0
2014,2024,M,Particular Subvencionado,0.0,5.85,671.0,671.0,601.5,775.0,598.0,447.0,Riesgo Medio,0.0,1
2018,2024,M,Particular Subvencionado,0.0,6.78,937.0,1000.0,751.0999999999999,886.0,783.0,586.0,Riesgo Alto,0.0,1
2019,2024,M,Particular Subvencionado,0.0,6.93,979.0,1000.0,761.0,748.0,896.0,691.0,Riesgo Bajo,0.0,0
2020,2024,M,Municipal,0.0,6.0,715.0,726.0,589.5500000000001,688.0,548.0,418.0,Riesgo Alto,1.0,1
2021,2024,M,Particular Subvencionado,0.0,6.68,907.0,921.0,777.3,928.0,996.0,870.0,Riesgo Bajo,0.0,0
2022,2024,M,Municipal,0.0,6.85,956.0,1000.0,809.1499999999999,959.0,967.0,810.0,Riesgo Bajo,0.0,0
2023,2024,F,Particular Subvencionado,0.0,6.88,965.0,971.0,800.4999999999999,859.0,992.0,858.0,Riesgo Bajo,0.0,0
2024,2024,F,Particular Subvencionado,0.0,6.63,893.0,916.0,805.5500000000001,866.0,984.0,848.0,Riesgo Mínimo,1.0,0
2025,2024,M,Municipal,0.0,6.2,771.0,822.0,691.15,688.0,814.0,613.0,Riesgo Bajo,0.0,0
2026,2024,M,Particular Subvencionado,0.0,6.2,771.0,772.0,678.55,899.0,707.0,525.0,Riesgo Mínimo,0.0,0
2027,2024,M,Particular Subvencionado,0.0,5.48,567.0,567.0,577.3000000000001,740.0,707.0,525.0,Riesgo Bajo,0.0,0
2028,2024,F,Particular Subvencionado,0.0,6.0,715.0,746.0,573.6500000000001,564.0,512.0,397.0,Riesgo Alto,0.0,1
2029,2024,M,Municipal,0.0,6.1,743.0,768.0,594.2500000000001,502.0,548.0,418.0,Riesgo Alto,1.0,1
2030,2024,M,Particular Subvencionado,0.0,6.3,799.0,830.0,674.2500000000001,728.0,623.0,471.0,Riesgo Medio,0.0,1
2031,2024,F,Particular Subvencionado,0.0,5.95,700.0,814.0,624.9,682.0,598.0,447.0,Riesgo Alto,0.0,1
2032,2024,M,Particular Subvencionado,0.0,5.33,523.0,523.0,509.40000000000003,608.0,567.0,425.0,Riesgo Alto,0.0,1
2033,2024,M,Municipal,0.0,5.83,664.0,683.0,579.15,538.0,582.0,436.0,Riesgo Alto,1.0,1
2034,2024,M,Particular Subvencionado,0.0,5.53,582.0,582.0,534.9000000000001,745.0,505.0,392.0,Riesgo Alto,0.0,1
2035,2024,F,Particular Subvencionado,0.0,5.85,671.0,671.0,537.1999999999999,615.0,485.0,377.0,Riesgo Alto,0.0,1
